Joint 1 - X,Joint 1 - Y,Joint 2 - X,Joint 2 - Y,Joint 3 - X,Joint 3 - Y,Joint 4 - X,Joint 4 - Y,Joint 5 - X,Joint 5 - Y,Joint 6 - X,Joint 6 - Y,Joint 7 - X,Joint 7 - Y,Joint 8 - X,Joint 8 - Y,Joint 9 - X,Joint 9 - Y,Joint 10 - X,Joint 10 - Y,Joint 11 - X,Joint 11 - Y,Joint 12 - X,Joint 12 - Y,Joint 13 - X,Joint 13 - Y,Joint 14 - X,Joint 14 - Y,Joint 15 - X,Joint 15 - Y,Joint 16 - X,Joint 16 - Y,Joint 17 - X,Joint 17 - Y,Joint 18 - X,Joint 18 - Y,Joint 19 - X,Joint 19 - Y,Joint 20 - X,Joint 20 - Y,Joint 21 - X,Joint 21 - Y
0.16202577948570251,0.9015709161758423,0.1556890308856964,0.8381128311157227,0.13778254389762878,0.7934638261795044,0.119362011551857,0.7574064135551453,0.11204536259174347,0.7273910045623779,0.07722628116607666,0.8168351650238037,0.04613158479332924,0.8009700179100037,0.06375455856323242,0.804545521736145,0.08138050138950348,0.8136005401611328,0.0672082006931305,0.8541260361671448,0.04553397372364998,0.8365930914878845,0.06187471002340317,0.8364219069480896,0.07614266127347946,0.8425660729408264,0.06525084376335144,0.8896971940994263,0.05101452395319939,0.8698580265045166,0.06420377641916275,0.8688182830810547,0.07779783010482788,0.874884307384491,0.06687964498996735,0.920080304145813,0.0563320592045784,0.9016441106796265,0.06815780699253082,0.8995345234870911,0.07924728840589523,0.902696430683136
0.17292898893356323,0.6910547018051147,0.1671241819858551,0.6309663653373718,0.1498994529247284,0.5792782306671143,0.13096573948860168,0.5412086248397827,0.12394706159830093,0.5100524425506592,0.08115199953317642,0.5941869020462036,0.05644306167960167,0.5953512787818909,0.07091525197029114,0.610130250453949,0.0891539677977562,0.6193947792053223,0.0679079219698906,0.6285476684570312,0.06853298097848892,0.6449544429779053,0.08655109256505966,0.6546230316162109,0.10015212744474411,0.6548492312431335,0.0656047910451889,0.666124701499939,0.0708591490983963,0.677219033241272,0.08540555834770203,0.6807335019111633,0.09864717721939087,0.6800504922866821,0.06634045392274857,0.7017949819564819,0.0716090053319931,0.7086626291275024,0.08672408759593964,0.7098962664604187,0.09838637709617615,0.7075082659721375
0.16350464522838593,0.5942849516868591,0.1572682410478592,0.5363141894340515,0.13925006985664368,0.487520694732666,0.12287262082099915,0.449057012796402,0.11700605601072311,0.4171610176563263,0.07084566354751587,0.5025953054428101,0.05403882637619972,0.5126102566719055,0.07157576084136963,0.5237760543823242,0.08855307102203369,0.5280564427375793,0.06024155765771866,0.5371584296226501,0.06320071220397949,0.5524104237556458,0.08128177374601364,0.5598804950714111,0.09521069377660751,0.5599002838134766,0.05913567170500755,0.5737136602401733,0.066778264939785,0.5826148390769958,0.08254183083772659,0.5853978395462036,0.09674014151096344,0.5844632983207703,0.06123668700456619,0.6076934337615967,0.06828151643276215,0.6119344234466553,0.08434486389160156,0.6130377650260925,0.09686495363712311,0.6114327311515808
0.16627603769302368,0.548949122428894,0.16223342716693878,0.4906226396560669,0.14288544654846191,0.4405413269996643,0.1242724359035492,0.4019903838634491,0.11678341776132584,0.36923372745513916,0.07470612227916718,0.45494017004966736,0.05478290095925331,0.46532773971557617,0.06964030861854553,0.4779513478279114,0.08617141097784042,0.48241063952445984,0.06333870440721512,0.48896268010139465,0.06579172611236572,0.5045609474182129,0.08323926478624344,0.5116556882858276,0.09678678214550018,0.5109640955924988,0.06233316287398338,0.5256075859069824,0.07052946090698242,0.5328662395477295,0.08560661226511002,0.5355021953582764,0.09903523325920105,0.5339500308036804,0.06443525850772858,0.5600094199180603,0.07384417206048965,0.5633167028427124,0.0897308811545372,0.5638833045959473,0.10169006139039993,0.5615459680557251
0.1713225543498993,0.42490044236183167,0.16937506198883057,0.3677029609680176,0.15136964619159698,0.31800156831741333,0.1360965073108673,0.2791631519794464,0.12894999980926514,0.24936971068382263,0.08558962494134903,0.32053202390670776,0.05760496109724045,0.33487600088119507,0.07150682806968689,0.35081490874290466,0.08942148089408875,0.35650017857551575,0.07375524193048477,0.3536865711212158,0.06567968428134918,0.37092697620391846,0.08125849813222885,0.3811604380607605,0.09544846415519714,0.38253095746040344,0.07082869857549667,0.3899606764316559,0.07207842916250229,0.399460107088089,0.08585911989212036,0.4052060842514038,0.09961588680744171,0.4060705900192261,0.07076910138130188,0.42404085397720337,0.07482317090034485,0.4280184209346771,0.09019462764263153,0.43188393115997314,0.1024889200925827,0.4316759407520294
0.13437771797180176,0.36789408326148987,0.13333185017108917,0.30624568462371826,0.1174023374915123,0.25373777747154236,0.10171797126531601,0.21474099159240723,0.09395851194858551,0.18420636653900146,0.0426962710916996,0.2594478726387024,0.027618952095508575,0.27102726697921753,0.04369264096021652,0.28230020403862,0.05995217710733414,0.28633913397789,0.031111199408769608,0.2954983413219452,0.03446071222424507,0.30666297674179077,0.051594480872154236,0.31452080607414246,0.0660964623093605,0.3194023370742798,0.030191991478204727,0.33280470967292786,0.037857312709093094,0.33608049154281616,0.05180088058114052,0.3398951292037964,0.06552194803953171,0.34348613023757935,0.03282817453145981,0.3655393123626709,0.03980153426527977,0.36340123414993286,0.05531885102391243,0.36565449833869934,0.0676598846912384,0.3673267960548401
0.10570061206817627,0.29567819833755493,0.10647261142730713,0.23569940030574799,0.09164154529571533,0.180134117603302,0.07700215280056,0.13643856346607208,0.06980890035629272,0.10356278717517853,0.019282139837741852,0.17498624324798584,0.007322989404201508,0.1887473613023758,0.024456646293401718,0.2074754536151886,0.03707175701856613,0.21682922542095184,0.0033983998000621796,0.21106943488121033,0.000800497829914093,0.22213107347488403,0.01863187551498413,0.23537659645080566,0.033094413578510284,0.2431935966014862,-0.0027699023485183716,0.249509796500206,-0.00604642927646637,0.25357043743133545,0.009385466575622559,0.26109498739242554,0.02401437982916832,0.2682214379310608,-0.004236619919538498,0.2855127453804016,-0.008749689906835556,0.2857794463634491,0.006445650011301041,0.2902930974960327,0.019163470715284348,0.29451876878738403
0.12008289992809296,0.2642050087451935,0.11788095533847809,0.20291554927825928,0.10077813267707825,0.1484593152999878,0.08761974424123764,0.10725726187229156,0.08223357796669006,0.07446672022342682,0.02756940759718418,0.14278145134449005,0.011583615094423294,0.16517728567123413,0.029620476067066193,0.17958177626132965,0.04679502546787262,0.18312951922416687,0.015207871794700623,0.17998521029949188,0.013194698840379715,0.2010401338338852,0.031214851886034012,0.21106404066085815,0.04737095534801483,0.2135731726884842,0.011465493589639664,0.22063183784484863,0.015306808054447174,0.2338581085205078,0.030751029029488564,0.23811812698841095,0.04598008096218109,0.23924888670444489,0.011857666075229645,0.2589915692806244,0.018915601074695587,0.26604026556015015,0.03608214110136032,0.2681856155395508,0.04947323724627495,0.2674407958984375
0.13846001029014587,0.24612559378147125,0.13601672649383545,0.18169516324996948,0.12069026380777359,0.13216957449913025,0.10778498649597168,0.09230692684650421,0.10266688466072083,0.05942651629447937,0.04857942461967468,0.12749040126800537,0.017807722091674805,0.14211991429328918,0.031857434660196304,0.15760785341262817,0.04964245855808258,0.16111277043819427,0.035600289702415466,0.16747601330280304,0.01824125275015831,0.18043242394924164,0.034114547073841095,0.1919395476579666,0.05178103223443031,0.19420328736305237,0.03171820193529129,0.2098575383424759,0.026995230466127396,0.21815147995948792,0.0417444109916687,0.22465087473392487,0.05816759914159775,0.2254512757062912,0.03260217607021332,0.24769996106624603,0.033239442855119705,0.2503729462623596,0.049555934965610504,0.25556784868240356,0.06378129124641418,0.2544383406639099
0.15687605738639832,0.22332799434661865,0.1524401605129242,0.15523886680603027,0.1355932354927063,0.1047305017709732,0.12104466557502747,0.0662652850151062,0.11244682967662811,0.033683404326438904,0.06506719440221786,0.09762365370988846,0.027298137545585632,0.11081430315971375,0.04293743148446083,0.12798720598220825,0.06295599043369293,0.131532683968544,0.05226513743400574,0.13858167827129364,0.029066987335681915,0.153540700674057,0.046471334993839264,0.16571402549743652,0.06569699943065643,0.16692481935024261,0.047745414078235626,0.1831759512424469,0.03745412081480026,0.1923505663871765,0.05304256081581116,0.1990073025226593,0.07090151309967041,0.199358731508255,0.04804922640323639,0.22370275855064392,0.045106932520866394,0.22550833225250244,0.062063902616500854,0.2312716841697693,0.07754207402467728,0.2310379147529602
