Joint 1 - X,Joint 1 - Y,Joint 2 - X,Joint 2 - Y,Joint 3 - X,Joint 3 - Y,Joint 4 - X,Joint 4 - Y,Joint 5 - X,Joint 5 - Y,Joint 6 - X,Joint 6 - Y,Joint 7 - X,Joint 7 - Y,Joint 8 - X,Joint 8 - Y,Joint 9 - X,Joint 9 - Y,Joint 10 - X,Joint 10 - Y,Joint 11 - X,Joint 11 - Y,Joint 12 - X,Joint 12 - Y,Joint 13 - X,Joint 13 - Y,Joint 14 - X,Joint 14 - Y,Joint 15 - X,Joint 15 - Y,Joint 16 - X,Joint 16 - Y,Joint 17 - X,Joint 17 - Y,Joint 18 - X,Joint 18 - Y,Joint 19 - X,Joint 19 - Y,Joint 20 - X,Joint 20 - Y,Joint 21 - X,Joint 21 - Y,thumb_cmc,thumb_mcp,thumb_ip,index_mcp,index_pip,index_dip,middle_mcp,middle_pip,middle_dip,ring_mcp,ring_pip,ring_dip,pinky_mcp,pinky_pip,pinky_dip,Y
0.8641226291656494,0.9463707208633424,0.8347430229187012,0.9324113130569458,0.8164583444595337,0.8983405232429504,0.8365498185157776,0.864625096321106,0.8673229217529297,0.8438747525215149,0.8169893622398376,0.7746465802192688,0.8038153648376465,0.7021095156669617,0.7988144755363464,0.6562094688415527,0.797183632850647,0.6151350736618042,0.8545482754707336,0.7690157890319824,0.8567416071891785,0.6967911124229431,0.8676063418388367,0.6584950089454651,0.8779112696647644,0.6243811845779419,0.8883089423179626,0.7901312708854675,0.905445635318756,0.7560023069381714,0.8983522653579712,0.8188969492912292,0.8906446099281311,0.8672440052032471,0.9183629751205444,0.8290772438049316,0.9311802983283995,0.8176571726799011,0.9208389520645142,0.8599733710289001,0.909468948841095,0.8977431058883667,143.6352336914266,120.9877197799733,154.78311937260455,174.94565380575565,175.9242345358854,176.05576396107935,175.1705022410609,165.90061426992975,179.03057412163804,162.13775067359202,20.227222023560564,177.37666364052922,156.51799715401427,34.566440917397294,176.97930829924664,3
0.8779094815254211,0.9402565956115724,0.8451567888259888,0.9269009828567504,0.8264925479888916,0.8904422521591187,0.8473063707351685,0.8569299578666687,0.8792235255241394,0.8372297883033752,0.8238126039505005,0.7761650681495667,0.8100762367248535,0.6991196870803833,0.8049675226211548,0.6513529419898987,0.8020560145378113,0.6094056963920593,0.8626059889793396,0.7685657739639282,0.8648877143859863,0.6891945004463196,0.8774628043174744,0.6506108045578003,0.8874333500862122,0.6190201044082642,0.8978715538978577,0.7878050804138184,0.9140796661376952,0.7489742040634155,0.907204270362854,0.8098562955856323,0.8986222147941589,0.8571950197219849,0.9291701316833496,0.8243600726127625,0.9397276639938354,0.8198258876800537,0.9262153506278992,0.8642946481704712,0.9119306206703186,0.9027169346809388,139.29340463566334,121.04722993161286,153.5276542258746,171.86290885182325,175.99564509247955,177.86581274472024,173.25980104864516,163.59497698811145,179.46487550703606,164.80410666850977,16.21269091837922,176.16752637448315,137.10191068433056,49.85576700901593,176.50772257513407,3
0.8598639369010925,0.7555726170539856,0.8350666761398315,0.7266506552696228,0.8223898410797119,0.6814419627189636,0.8471447229385376,0.642641007900238,0.8763118982315063,0.6165237426757812,0.8218007683753967,0.5837485194206238,0.8093324899673462,0.5122843980789185,0.8032229542732239,0.4636419117450714,0.8003889918327332,0.4217381775379181,0.8587459921836853,0.5784635543823242,0.8621582388877869,0.5017454624176025,0.8696215152740479,0.455222487449646,0.8771279454231262,0.4122323393821716,0.8912960290908813,0.5963163375854492,0.9083463549613952,0.5389003157615662,0.9039621353149414,0.5841513872146606,0.8975071907043457,0.6214662790298462,0.9216070771217346,0.6301777362823486,0.9346357583999634,0.5910233855247498,0.9278380274772644,0.6174553036689758,0.9194239377975464,0.644037663936615,155.05457293943476,131.79838839971575,164.38007195652744,177.4060446833282,177.26218169509815,176.71013143609647,177.09163555795993,173.4328959583913,179.2093521191395,174.62548440067945,11.00545493641353,175.71968845751763,172.18979971373838,3.982248210892546,176.85861557702182,3
0.8645338416099548,0.6442010402679443,0.8364335298538208,0.60744708776474,0.8296418786048889,0.5537425875663757,0.8610179424285889,0.5124251842498779,0.8896992802619934,0.4872052669525146,0.8303579688072205,0.460891991853714,0.8197386860847473,0.3886867761611938,0.815626859664917,0.3416193127632141,0.81495600938797,0.3024037480354309,0.8690284490585327,0.4558049440383911,0.8747966289520264,0.3765306174755096,0.8825743794441223,0.3295605778694153,0.8915907144546509,0.2887579202651977,0.901226282119751,0.474550724029541,0.9200140833854676,0.4156306982040405,0.9145212173461914,0.4583931267261505,0.9076903462409972,0.4936842620372772,0.9297476410865784,0.5092523694038391,0.9437323212623596,0.469357281923294,0.9353475570678712,0.4938773512840271,0.9251073598861694,0.5178595781326294,149.80775898428888,135.57973515773736,168.53834522301403,177.80566806992098,176.62613870670486,175.98734860487232,177.20502198062098,174.75936814892654,176.94161989331863,174.5182137175902,10.366293308747398,176.36502749549538,173.5253151476594,0.43903317243046824,175.7563373372366,3
0.865273118019104,0.6225582361221313,0.8415272831916809,0.5839391350746155,0.8398956060409546,0.5304380655288696,0.8750684261322021,0.4882403016090393,0.9051887392997742,0.4611789882183075,0.8373128175735474,0.4420869350433349,0.8263604640960693,0.3727898895740509,0.8225180506706238,0.3261536955833435,0.8223709464073181,0.285730242729187,0.8755264282226562,0.4352396726608276,0.8804227113723755,0.3542414903640747,0.892207145690918,0.3082902729511261,0.9036994576454164,0.2692615985870361,0.9068562984466552,0.4543779194355011,0.9294077754020692,0.3942925333976745,0.9331897497177124,0.4304636716842651,0.9301338791847228,0.4632211327552795,0.9342883825302124,0.4909961521625519,0.9551422595977784,0.4532387256622314,0.952705144882202,0.4770267903804779,0.9433042407035828,0.5032263398170471,150.16063939544654,138.441138613805,171.74980694725286,179.82550968114418,175.7287612968618,175.4984718283487,179.67380887340713,169.07546271662585,177.9763216985433,173.3157346607413,26.541341251251886,168.7013977248816,178.76835646472594,23.06278460389358,166.11064296687067,3
0.8094907402992249,0.5433682799339294,0.7811542749404907,0.502973198890686,0.7731012105941772,0.4437494874000549,0.8008435368537903,0.3960220515727997,0.8279434442520142,0.369003027677536,0.770125150680542,0.3595232367515564,0.7589225769042969,0.2883732914924621,0.7565979957580566,0.2438749223947525,0.7567364573478699,0.2063197344541549,0.8066592812538147,0.3526445627212524,0.8114321827888489,0.2768713235855102,0.819719135761261,0.2307381629943847,0.8286401033401489,0.191217765212059,0.8377311825752258,0.3676566481590271,0.8494961261749268,0.3069528937339782,0.8500820398330688,0.3360735476016998,0.8489659428596497,0.3657709658145904,0.8655214905738831,0.3963149785995483,0.8762013912200928,0.3566681146621704,0.8772630095481873,0.3648788034915924,0.876473605632782,0.3787051141262054,152.6944086434428,142.0886093368536,165.0823409489856,176.8618907063969,174.04262077213025,176.79836244570754,175.54519898976724,173.4207555034272,177.46327577676934,178.16205393889058,12.121111146415029,176.695058789227,174.21821727056147,22.443534296097067,169.36497836342258,3
0.7979585528373718,0.5247939825057983,0.7676222920417786,0.4851984679698944,0.7588726282119751,0.4241358339786529,0.7850859761238098,0.3750797808170318,0.8098570704460144,0.3459428250789642,0.751347541809082,0.3529920279979706,0.7390652298927307,0.2824105024337768,0.735427975654602,0.2380763888359069,0.7350831031799316,0.2023249417543411,0.7862401008605957,0.3457708358764648,0.7891775369644165,0.2713926136493683,0.7961365580558777,0.2264937907457351,0.803791880607605,0.1916059404611587,0.8170636296272278,0.3571095466613769,0.8360528349876404,0.2995084226131439,0.8388928174972534,0.3219934701919555,0.8380458950996399,0.3494115471839905,0.8440529108047485,0.3798893690109253,0.8563101887702942,0.3406230807304382,0.8551242351531982,0.3525995910167694,0.8515139818191528,0.3718992173671722,150.69673065019782,143.72755306118506,167.74816098153195,174.69220011807653,174.81861922793635,175.86253077913165,173.99327017363908,173.45125640856344,176.43428520605684,168.25425247974292,25.44434311086554,171.03209524794906,179.69022116795796,11.680979084118754,175.05969480538207,3
0.7145142555236816,0.4796975553035736,0.6762571334838867,0.4456559121608734,0.6604735255241394,0.3830018639564514,0.6776699423789978,0.3290874063968658,0.7013876438140869,0.3010077178478241,0.6578642129898071,0.3198038339614868,0.6424697637557983,0.251679003238678,0.6357799172401428,0.2084577828645706,0.6314976811408997,0.1721327751874923,0.6888231635093689,0.3079618811607361,0.689367413520813,0.232557788491249,0.6914752125740051,0.1888143569231033,0.6949848532676697,0.1516811549663543,0.7185671925544739,0.3140067756175995,0.7287324666976929,0.2503205835819244,0.7210450172424316,0.2805625200271606,0.7153657674789429,0.3122333288192749,0.7474687695503235,0.3309789896011352,0.7551499605178833,0.2889184355735779,0.747620701789856,0.3002035319805145,0.7406580448150635,0.3180498778820038,145.80263041510983,148.1699693442193,157.50413160695527,173.2243566619307,176.06501228677956,177.92487196763167,171.0782929780657,177.65484911176458,177.35942654195037,172.3324543020827,5.193645504164995,175.90388638360898,177.8551609660873,23.361231082598042,167.60231459309537,3
0.6986708641052246,0.4735684692859649,0.6621416211128235,0.4394918084144592,0.6446409821510315,0.3794432282447815,0.6559453010559082,0.3257826268672943,0.6786471605300903,0.2944036424160003,0.6451243758201599,0.3130860030651092,0.6286700963973999,0.2438476979732513,0.6210052967071533,0.2006926834583282,0.6164574027061462,0.1644462347030639,0.6747404336929321,0.3022580146789551,0.6745535731315613,0.2252488583326339,0.6747275590896606,0.1789785623550415,0.677871823310852,0.1404522657394409,0.7032389044761658,0.3081554174423218,0.713164746761322,0.2427075356245041,0.7046510577201843,0.2659598588943481,0.6988880038261414,0.2945110201835632,0.7311486601829529,0.3251866698265075,0.7381392121315002,0.2809601128101349,0.7308080792427063,0.2898415923118591,0.7245591878890991,0.3080056309700012,149.25886731080615,151.85552097768502,156.01143632102986,174.9164312573676,176.70313358666328,177.08028296481336,172.18681298233545,179.64553060922182,175.5496773076966,172.95810083994797,11.486105390035915,171.30193982577023,176.63580339366982,30.555651262717582,159.44687475275444,3
0.5884185433387756,0.4507081508636474,0.5505154132843018,0.4175518453121185,0.5309684872627258,0.3617666363716125,0.5313234925270081,0.3072869479656219,0.5495678186416626,0.2711769938468933,0.5330614447593689,0.2990781664848327,0.5125031471252441,0.2257962822914123,0.5033282041549683,0.1816262155771255,0.4984934329986572,0.1441814303398132,0.5603364706039429,0.2859774827957153,0.5588737726211548,0.1980033218860626,0.5529851317405701,0.1466436684131622,0.5531597137451172,0.1032429784536361,0.5864229798316956,0.2894317209720611,0.5913703441619873,0.2139229774475097,0.5731859803199768,0.2417867481708526,0.5639892220497131,0.2744556367397308,0.6113402843475342,0.3037116527557373,0.6103206276893616,0.2552595734596252,0.5933311581611633,0.2620747983455658,0.5818513035774231,0.2815708220005035,150.48854377353095,160.3163818770316,153.56845113780454,175.61465150142917,176.06374018900692,175.6226479553148,171.2781744543004,174.41185125071976,173.22883897398685,175.54239824540676,29.380454927292327,162.59352829678934,169.9314286245736,69.3476952698643,142.3487729463097,3
